"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",2983.36770507321,0.982341223333507,0.059490367335337,16.5126098112022,2.97724732697071e-61,2.44688250754197e-60
"ENSG00000000005",3.66336271848151,5.33077050589256,1.69729263438205,3.14074921313341,0.00168516266209129,0.00282298197284288
"ENSG00000000419",1351.90676297303,-0.0369428573106271,0.0784548943900362,-0.470880212099538,0.637726279602574,0.694037223699051
"ENSG00000000457",292.459888887938,0.0997866779908373,0.148534428255186,0.67180840942412,0.501705674441143,0.566674299915162
"ENSG00000000460",1051.21435450624,0.453695898872331,0.0900217439580343,5.03984791811889,0.000000465901926963593,0.000000992046931398493
"ENSG00000000938",0,NA,NA,NA,NA,NA
"ENSG00000000971",911.318283855444,-8.37278077858274,0.371584736669156,-22.5326283679879,1.98802976910968e-112,2.84074405174851e-111
"ENSG00000001036",2623.86765148916,0.316508156062326,0.0627367271803959,5.04502179643872,0.000000453469671150717,0.000000965918946756837
"ENSG00000001084",4807.27421513309,-2.67774649429329,0.0558452986148077,-47.9493629851102,0,0
"ENSG00000001167",1828.61451972195,1.19887966361305,0.0949469200935524,12.6268410016015,1.50187411248386e-36,8.02058024394671e-36
"ENSG00000001460",334.787112778038,-0.19179345113813,0.126617202016077,-1.51475035053908,0.129835638173189,0.171529578558995
"ENSG00000001461",787.878042114109,-0.158746637016132,0.104884373687712,-1.51353944762823,0.130142688881085,0.171846612157021
"ENSG00000001497",3900.57392012876,-0.33759389202549,0.0546204324076225,-6.18072536493463,6.38077356954803e-10,0.00000000156320235550143
"ENSG00000001561",497.126721816704,0.465261134938628,0.108146758797258,4.30212740643343,0.0000169165986731127,0.0000328033481839241
"ENSG00000001617",166.549310057747,3.42983632691318,0.275607111498105,12.4446582973487,1.49522898833767e-35,7.85181301547861e-35
"ENSG00000001626",5.96057354566678,-5.9232547116231,1.68833396691173,-3.50834303384763,0.000450907230925445,0.000792834530070203
"ENSG00000001629",1672.14030500272,-1.01150068224134,0.0920869451268535,-10.9841919595439,4.5529457465072e-28,2.01219152946708e-27
